filename,a_u,b_u,c_u,d_u,D_u,F_max,a_v,b_v,c_v,d_v,D_v,G_max,initial_u,initial_v
./turing_dataset/pattern_5e6a20f6-3ec6-4ebe-855c-689cfa1ec645.png,0.020429151814317600,0.02024468767092690,0.06858351568188720,-0.07755404203348790,0.02513463236975680,0.20811897849656000,0.07908444623194760,0.49366370952181100,0.11569144972075200,-0.0013445090511676000,-0.1302525173892630,0.49870615153377800,['random_noise' 'triangles' 'spirals'],"['sine_wave' 'spirals' 'stripes' 'random_noise' 'perlin_noise'
 'checkerboard' 'triangles']"
./turing_dataset/pattern_3d823de1-9c51-4043-b902-c98dcf3bc1d2.png,0.04034007097699840,0.0158412807546974,0.06167881800331750,-0.0923390630544859,0.03387891260601840,0.21681518287599500,0.08613595446856280,0.49956025138942800,0.10132557228537200,-0.015061741778479200,-0.1688934185663830,0.4974005407156660,['triangles' 'ellipses'],['stripes' 'perlin_noise' 'ellipses' 'triangles']
./turing_dataset/pattern_ce1daada-0027-4293-8f91-66b9c2bcecbe.png,0.031139521165895100,0.0182972842153911,0.07024387148419480,-0.09564017598529280,0.047506142520676700,0.19986088747493200,0.08411229036644770,0.517046297003583,0.08991014003958130,-0.016682963993534000,-0.16513770545658800,0.48805544661795500,"['sine_wave' 'spirals' 'triangles' 'checkerboard' 'grid' 'random_noise'
 'gaussian_spots' 'ellipses' 'perlin_noise' 'stripes' 'circles']",['sine_wave' 'checkerboard']
./turing_dataset/pattern_5c66337e-e5b4-4f86-91eb-776bbf0fd9b7.png,0.011837588834775700,0.016432100639058200,0.09650121515280690,-0.06755041710040980,0.0296198845803559,0.20284404189849800,0.06487731380944480,0.4993879287007540,0.09102963418099800,0.01734704912021410,-0.16033383090205500,0.49562583940386900,"['grid' 'stripes' 'gaussian_spots' 'circles' 'sine_wave' 'spirals'
 'perlin_noise' 'random_noise' 'checkerboard' 'ellipses']","['triangles' 'ellipses' 'gaussian_spots' 'spirals' 'random_noise' 'grid'
 'stripes' 'perlin_noise' 'sine_wave' 'checkerboard' 'circles']"
./turing_dataset/pattern_ce3daa7d-1f0e-477f-8130-048e4192dae4.png,0.02798730709437550,0.03664214118340450,0.0676765125829349,-0.08551996699263610,0.01735855911336500,0.2051856699342650,0.07900986729583510,0.5004437082916930,0.10125617206162300,0.01933672434318200,-0.14262975006734700,0.5189705745742250,"['spirals' 'circles' 'grid' 'random_noise' 'sine_wave' 'checkerboard'
 'ellipses' 'stripes' 'triangles']","['gaussian_spots' 'ellipses' 'sine_wave' 'spirals' 'random_noise' 'grid'
 'perlin_noise' 'stripes' 'circles']"
./turing_dataset/pattern_28ef6dfd-e698-4f04-80b8-4d0570c13a6d.png,0.03127030013047110,0.006071541103067340,0.07252300532114910,-0.06398077076944300,0.03063253185047410,0.19803404865649400,0.08485295019244200,0.4903922883822480,0.09618560541812860,-0.010141955923501200,-0.1346333702792270,0.511244353878984,['gaussian_spots'],"['triangles' 'ellipses' 'circles' 'perlin_noise' 'stripes'
 'gaussian_spots' 'grid' 'checkerboard' 'random_noise' 'sine_wave']"
./turing_dataset/pattern_23e3f849-80f3-4a64-a856-85a9f0278b17.png,0.02160732192215700,0.0029865976290017100,0.09531274258873710,-0.0724333534253832,0.04060299979042970,0.19269657398450100,0.061685091814147600,0.49563171992472200,0.10365572852253300,-0.019054668724396200,-0.1516217367810870,0.48055583413881600,"['random_noise' 'checkerboard' 'ellipses' 'stripes' 'grid'
 'gaussian_spots' 'triangles' 'spirals' 'perlin_noise']",['perlin_noise' 'triangles' 'spirals' 'sine_wave' 'gaussian_spots']
./turing_dataset/pattern_dd202fa3-d105-4664-9170-fbf154ab1f94.png,0.03682497650437530,0.02810501568768260,0.07011438013754610,-0.08107315191930470,0.03873571502928260,0.18785276403963600,0.08567451326944200,0.5111258449200160,0.08444337858893780,-0.00015641950902746400,-0.15835097262941000,0.5145540589592800,"['stripes' 'circles' 'sine_wave' 'spirals' 'grid' 'perlin_noise'
 'gaussian_spots']","['sine_wave' 'ellipses' 'random_noise' 'grid' 'circles' 'perlin_noise'
 'stripes' 'triangles' 'gaussian_spots' 'spirals']"
./turing_dataset/pattern_041736f5-2a3e-4532-bdf6-6783b8965f94.png,0.021726398199652700,0.008151368563765770,0.07896568041980570,-0.08464920149811720,0.018239927869148100,0.1967863559395830,0.0929257660890489,0.5080884037386660,0.08380436328772050,-8.15177495260902E-05,-0.15250987633898600,0.4896078392391770,"['triangles' 'checkerboard' 'grid' 'spirals' 'perlin_noise' 'random_noise'
 'gaussian_spots']",['checkerboard' 'spirals' 'grid']
./turing_dataset/pattern_76522997-1c53-450b-babb-0c589a1c1ec4.png,0.010581165390382800,0.01793987537740650,0.07622178111359200,-0.06694718158038010,0.03169782108706590,0.20609512834708500,0.07751155487019340,0.5070657809734210,0.09043881140059180,0.01794882051444180,-0.1581662498620050,0.5091569485581600,"['checkerboard' 'perlin_noise' 'sine_wave' 'spirals' 'ellipses'
 'random_noise' 'gaussian_spots' 'stripes']","['grid' 'sine_wave' 'random_noise' 'ellipses' 'stripes' 'spirals'
 'gaussian_spots' 'perlin_noise']"
